Earnings Date,EPS Estimate,Reported EPS,fiscal_quarter_end,estimated_eps,actual_eps,fiscal_quarter,ticker
2018-05-29 20:00:00,0.46,0.74,2018-05-29,0.46,0.74,2018-Q2,CRM
2018-08-29 20:00:00,0.47,0.71,2018-08-29,0.47,0.71,2018-Q3,CRM
2018-11-27 21:00:00,0.5,0.61,2018-11-27,0.5,0.61,2018-Q4,CRM
2019-03-04 21:00:00,0.55,0.7,2019-03-04,0.55,0.7,2019-Q1,CRM
2019-06-04 20:00:00,0.61,0.93,2019-06-04,0.61,0.93,2019-Q2,CRM
2019-08-22 20:00:00,0.47,0.66,2019-08-22,0.47,0.66,2019-Q3,CRM
2019-12-03 21:00:00,0.66,0.75,2019-12-03,0.66,0.75,2019-Q4,CRM
2020-02-25 21:00:00,0.56,0.66,2020-02-25,0.56,0.66,2020-Q1,CRM
2020-05-28 20:00:00,0.69,0.7,2020-05-28,0.69,0.7,2020-Q2,CRM
2020-08-25 20:00:00,0.67,1.44,2020-08-25,0.67,1.44,2020-Q3,CRM
2020-12-01 21:00:00,0.75,1.74,2020-12-01,0.75,1.74,2020-Q4,CRM
2021-02-25 21:00:00,0.75,1.04,2021-02-25,0.75,1.04,2021-Q1,CRM
2021-05-27 20:00:00,0.88,1.21,2021-05-27,0.88,1.21,2021-Q2,CRM
2021-08-25 20:00:00,0.93,1.48,2021-08-25,0.93,1.48,2021-Q3,CRM
2021-11-30 21:00:00,0.92,1.27,2021-11-30,0.92,1.27,2021-Q4,CRM
2022-03-01 21:00:00,0.75,0.84,2022-03-01,0.75,0.84,2022-Q1,CRM
2022-05-31 20:00:00,0.94,0.98,2022-05-31,0.94,0.98,2022-Q2,CRM
2022-08-24 20:00:00,1.03,1.19,2022-08-24,1.03,1.19,2022-Q3,CRM
2022-11-30 21:00:00,1.22,1.4,2022-11-30,1.22,1.4,2022-Q4,CRM
2023-03-01 21:00:00,1.36,1.68,2023-03-01,1.36,1.68,2023-Q1,CRM
2023-05-31 20:00:00,1.61,1.69,2023-05-31,1.61,1.69,2023-Q2,CRM
2023-08-30 20:00:00,1.9,2.12,2023-08-30,1.9,2.12,2023-Q3,CRM
2023-11-29 21:00:00,2.06,2.11,2023-11-29,2.06,2.11,2023-Q4,CRM
2024-02-28 21:00:00,2.27,2.29,2024-02-28,2.27,2.29,2024-Q1,CRM
2024-05-29 20:00:00,2.37,2.44,2024-05-29,2.37,2.44,2024-Q2,CRM
2024-08-28 20:00:00,2.36,2.56,2024-08-28,2.36,2.56,2024-Q3,CRM
2024-12-03 21:00:00,2.45,2.41,2024-12-03,2.45,2.41,2024-Q4,CRM
2025-02-26 21:00:00,2.61,2.78,2025-02-26,2.61,2.78,2025-Q1,CRM
2025-05-28 20:00:00,2.55,2.58,2025-05-28,2.55,2.58,2025-Q2,CRM
2025-09-03 20:00:00,2.78,2.91,2025-09-03,2.78,2.91,2025-Q3,CRM
2025-12-03 21:00:00,2.86,3.25,2025-12-03,2.86,3.25,2025-Q4,CRM
2026-02-25 21:00:00,3.05,,2026-02-25,3.05,,2026-Q1,CRM
2007-07-18 11:00:00,0.59,0.7,2007-07-18,0.59,0.7,2007-Q3,DAL
2007-10-16 11:00:00,0.41,0.56,2007-10-16,0.41,0.56,2007-Q4,DAL
2008-01-23 12:00:00,-0.18,-0.18,2008-01-23,-0.18,-0.18,2008-Q1,DAL
2008-04-23 11:00:00,-0.55,-0.69,2008-04-23,-0.55,-0.69,2008-Q2,DAL
2008-07-16 11:00:00,0.12,0.35,2008-07-16,0.12,0.35,2008-Q3,DAL
2008-10-15 11:00:00,-0.02,-0.07,2008-10-15,-0.02,-0.07,2008-Q4,DAL
2009-01-27 12:00:00,-0.34,-0.5,2009-01-27,-0.34,-0.5,2009-Q1,DAL
2009-04-21 11:00:00,-0.98,-0.84,2009-04-21,-0.98,-0.84,2009-Q2,DAL
2009-07-22 11:00:00,-0.29,-0.24,2009-07-22,-0.29,-0.24,2009-Q3,DAL
2009-10-22 11:00:00,-0.04,0.06,2009-10-22,-0.04,0.06,2009-Q4,DAL
2010-01-26 12:00:00,-0.24,-0.27,2010-01-26,-0.24,-0.27,2010-Q1,DAL
2010-04-20 10:00:00,-0.24,-0.23,2010-04-20,-0.24,-0.23,2010-Q2,DAL
2010-07-19 11:00:00,0.65,0.65,2010-07-19,0.65,0.65,2010-Q3,DAL
2010-10-20 11:00:00,0.94,1.1,2010-10-20,0.94,1.1,2010-Q4,DAL
2011-01-18 12:00:00,0.25,0.19,2011-01-18,0.25,0.19,2011-Q1,DAL
2011-04-26 11:00:00,-0.51,-0.38,2011-04-26,-0.51,-0.38,2011-Q2,DAL
2011-07-27 11:00:00,0.48,0.43,2011-07-27,0.48,0.43,2011-Q3,DAL
2011-10-25 11:00:00,0.89,0.91,2011-10-25,0.89,0.91,2011-Q4,DAL
2012-01-25 12:00:00,0.38,0.45,2012-01-25,0.38,0.45,2012-Q1,DAL
2012-04-25 11:00:00,-0.04,-0.05,2012-04-25,-0.04,-0.05,2012-Q2,DAL
2012-07-25 11:00:00,0.67,0.69,2012-07-25,0.67,0.69,2012-Q3,DAL
2012-10-24 11:00:00,0.93,0.9,2012-10-24,0.93,0.9,2012-Q4,DAL
2013-01-22 12:00:00,0.28,0.28,2013-01-22,0.28,0.28,2013-Q1,DAL
2013-04-23 12:00:00,0.07,0.1,2013-04-23,0.07,0.1,2013-Q2,DAL
2013-07-24 11:00:00,0.95,0.98,2013-07-24,0.95,0.98,2013-Q3,DAL
2013-10-22 11:00:00,1.36,1.41,2013-10-22,1.36,1.41,2013-Q4,DAL
2014-01-21 12:00:00,0.64,0.65,2014-01-21,0.64,0.65,2014-Q1,DAL
2014-04-23 11:00:00,0.29,0.33,2014-04-23,0.29,0.33,2014-Q2,DAL
2014-07-23 11:00:00,1.04,1.04,2014-07-23,1.04,1.04,2014-Q3,DAL
2014-10-16 11:00:00,1.18,1.2,2014-10-16,1.18,1.2,2014-Q4,DAL
2015-01-20 12:00:00,0.77,0.78,2015-01-20,0.77,0.78,2015-Q1,DAL
2015-04-15 11:00:00,0.44,0.45,2015-04-15,0.44,0.45,2015-Q2,DAL
2015-07-15 11:00:00,1.21,1.27,2015-07-15,1.21,1.27,2015-Q3,DAL
2015-10-14 11:00:00,1.72,1.74,2015-10-14,1.72,1.74,2015-Q4,DAL
2016-01-19 12:00:00,1.19,1.18,2016-01-19,1.19,1.18,2016-Q1,DAL
2016-04-14 11:00:00,1.3,1.32,2016-04-14,1.3,1.32,2016-Q2,DAL
2016-07-14 11:00:00,1.42,1.47,2016-07-14,1.42,1.47,2016-Q3,DAL
2016-10-13 11:00:00,1.65,1.7,2016-10-13,1.65,1.7,2016-Q4,DAL
2017-01-12 12:00:00,0.82,0.82,2017-01-12,0.82,0.82,2017-Q1,DAL
2017-04-12 11:00:00,0.75,0.77,2017-04-12,0.75,0.77,2017-Q2,DAL
2017-07-13 11:00:00,1.67,1.64,2017-07-13,1.67,1.64,2017-Q3,DAL
2017-10-11 11:00:00,1.53,1.57,2017-10-11,1.53,1.57,2017-Q4,DAL
2018-01-11 12:00:00,0.88,0.96,2018-01-11,0.88,0.96,2018-Q1,DAL
2018-04-12 11:00:00,0.73,0.74,2018-04-12,0.73,0.74,2018-Q2,DAL
2018-07-12 11:00:00,1.72,1.77,2018-07-12,1.72,1.77,2018-Q3,DAL
2018-10-11 11:00:00,1.74,1.8,2018-10-11,1.74,1.8,2018-Q4,DAL
2019-01-15 12:00:00,1.26,1.3,2019-01-15,1.26,1.3,2019-Q1,DAL
2019-04-10 11:00:00,0.91,0.96,2019-04-10,0.91,0.96,2019-Q2,DAL
2019-07-11 11:00:00,2.28,2.35,2019-07-11,2.28,2.35,2019-Q3,DAL
2019-10-10 11:00:00,2.27,2.32,2019-10-10,2.27,2.32,2019-Q4,DAL
2020-01-14 12:00:00,1.39,1.7,2020-01-14,1.39,1.7,2020-Q1,DAL
2020-04-22 11:00:00,-0.82,-0.51,2020-04-22,-0.82,-0.51,2020-Q2,DAL
2020-07-14 11:00:00,-4.16,-4.43,2020-07-14,-4.16,-4.43,2020-Q3,DAL
2020-10-13 12:00:00,-2.96,-3.3,2020-10-13,-2.96,-3.3,2020-Q4,DAL
2021-01-14 12:00:00,-2.45,-2.53,2021-01-14,-2.45,-2.53,2021-Q1,DAL
2021-04-15 12:00:00,-3.17,-3.55,2021-04-15,-3.17,-3.55,2021-Q2,DAL
2021-07-14 11:00:00,-1.39,-1.07,2021-07-14,-1.39,-1.07,2021-Q3,DAL
2021-10-13 11:00:00,0.15,0.3,2021-10-13,0.15,0.3,2021-Q4,DAL
2022-01-13 11:00:00,0.15,0.22,2022-01-13,0.15,0.22,2022-Q1,DAL
2022-04-13 10:00:00,-1.27,-1.23,2022-04-13,-1.27,-1.23,2022-Q2,DAL
2022-07-13 10:00:00,1.72,1.44,2022-07-13,1.72,1.44,2022-Q3,DAL
2022-10-13 10:00:00,1.53,1.51,2022-10-13,1.53,1.51,2022-Q4,DAL
2023-01-13 11:00:00,1.32,1.48,2023-01-13,1.32,1.48,2023-Q1,DAL
2023-04-13 10:00:00,0.29,0.25,2023-04-13,0.29,0.25,2023-Q2,DAL
2023-07-13 10:00:00,2.4,2.68,2023-07-13,2.4,2.68,2023-Q3,DAL
2023-10-12 10:00:00,1.95,2.03,2023-10-12,1.95,2.03,2023-Q4,DAL
2024-01-12 11:00:00,1.16,1.28,2024-01-12,1.16,1.28,2024-Q1,DAL
2024-04-10 10:00:00,0.36,0.45,2024-04-10,0.36,0.45,2024-Q2,DAL
2024-07-11 10:00:00,2.38,2.36,2024-07-11,2.38,2.36,2024-Q3,DAL
2024-10-10 10:00:00,1.52,1.5,2024-10-10,1.52,1.5,2024-Q4,DAL
2025-01-10 11:00:00,1.74,1.85,2025-01-10,1.74,1.85,2025-Q1,DAL
2025-04-09 10:00:00,0.39,0.46,2025-04-09,0.39,0.46,2025-Q2,DAL
2025-07-10 10:00:00,2.04,2.1,2025-07-10,2.04,2.1,2025-Q3,DAL
2025-10-09 10:00:00,1.53,1.71,2025-10-09,1.53,1.71,2025-Q4,DAL
2026-01-13 11:00:00,1.55,1.55,2026-01-13,1.55,1.55,2026-Q1,DAL
2026-04-08 13:00:00,0.71,,2026-04-08,0.71,,2026-Q2,DAL
2001-06-19 12:00:00,1.06,1.06,2001-06-19,1.06,1.06,2001-Q2,GS
2001-09-26 12:00:00,0.81,0.87,2001-09-26,0.81,0.87,2001-Q3,GS
2001-12-20 13:00:00,0.9,0.93,2001-12-20,0.9,0.93,2001-Q4,GS
2002-03-19 13:00:00,0.89,0.98,2002-03-19,0.89,0.98,2002-Q1,GS
2002-06-20 12:00:00,0.98,1.06,2002-06-20,0.98,1.06,2002-Q2,GS
2002-09-24 12:00:00,0.99,1.0,2002-09-24,0.99,1.0,2002-Q3,GS
2002-12-19 13:00:00,0.96,0.98,2002-12-19,0.96,0.98,2002-Q4,GS
2003-03-20 13:00:00,0.96,1.29,2003-03-20,0.96,1.29,2003-Q1,GS
2003-06-25 12:00:00,1.19,1.36,2003-06-25,1.19,1.36,2003-Q2,GS
2003-09-23 12:00:00,1.23,1.32,2003-09-23,1.23,1.32,2003-Q3,GS
2003-12-18 13:00:00,1.54,1.89,2003-12-18,1.54,1.89,2003-Q4,GS
2004-03-23 13:00:00,1.62,2.5,2004-03-23,1.62,2.5,2004-Q1,GS
2004-06-22 12:00:00,1.95,2.31,2004-06-22,1.95,2.31,2004-Q2,GS
2004-09-21 12:00:00,1.44,1.74,2004-09-21,1.44,1.74,2004-Q3,GS
2004-12-16 13:00:00,2.36,2.36,2004-12-16,2.36,2.36,2004-Q4,GS
2005-03-17 13:00:00,2.24,2.94,2005-03-17,2.24,2.94,2005-Q1,GS
2005-06-16 12:00:00,1.85,1.71,2005-06-16,1.85,1.71,2005-Q2,GS
2005-09-20 12:00:00,2.35,3.25,2005-09-20,2.35,3.25,2005-Q3,GS
2005-12-15 13:00:00,3.49,3.35,2005-12-15,3.49,3.35,2005-Q4,GS
2006-03-14 14:00:00,3.38,5.08,2006-03-14,3.38,5.08,2006-Q1,GS
2006-06-13 12:00:00,4.59,4.78,2006-06-13,4.59,4.78,2006-Q2,GS
2006-09-12 12:00:00,2.96,3.26,2006-09-12,2.96,3.26,2006-Q3,GS
2006-12-12 13:00:00,6.36,6.59,2006-12-12,6.36,6.59,2006-Q4,GS
2007-03-13 12:00:00,5.0,6.67,2007-03-13,5.0,6.67,2007-Q1,GS
2007-06-14 12:00:00,4.76,4.93,2007-06-14,4.76,4.93,2007-Q2,GS
2007-09-20 12:00:00,4.25,6.13,2007-09-20,4.25,6.13,2007-Q3,GS
2007-12-18 13:00:00,6.76,7.01,2007-12-18,6.76,7.01,2007-Q4,GS
2008-03-18 12:00:00,2.57,3.23,2008-03-18,2.57,3.23,2008-Q1,GS
2008-06-17 12:00:00,3.34,4.58,2008-06-17,3.34,4.58,2008-Q2,GS
2008-09-16 12:00:00,1.75,1.81,2008-09-16,1.75,1.81,2008-Q3,GS
2008-12-16 13:00:00,-4.98,-4.97,2008-12-16,-4.98,-4.97,2008-Q4,GS
2009-04-13 20:00:00,1.73,3.39,2009-04-13,1.73,3.39,2009-Q2,GS
2009-07-14 12:00:00,3.39,4.93,2009-07-14,3.39,4.93,2009-Q3,GS
2009-10-15 11:00:00,4.23,5.25,2009-10-15,4.23,5.25,2009-Q4,GS
2010-01-21 13:00:00,5.15,8.2,2010-01-21,5.15,8.2,2010-Q1,GS
2010-04-20 11:00:00,4.08,5.59,2010-04-20,4.08,5.59,2010-Q2,GS
2010-07-20 12:00:00,1.05,0.78,2010-07-20,1.05,0.78,2010-Q3,GS
2010-10-19 12:00:00,2.33,2.98,2010-10-19,2.33,2.98,2010-Q4,GS
2011-01-19 13:00:00,3.73,3.79,2011-01-19,3.73,3.79,2011-Q1,GS
2011-04-19 12:00:00,0.83,1.56,2011-04-19,0.83,1.56,2011-Q2,GS
2011-07-19 12:00:00,2.31,1.85,2011-07-19,2.31,1.85,2011-Q3,GS
2011-10-18 11:00:00,-0.05,-0.84,2011-10-18,-0.05,-0.84,2011-Q4,GS
2012-01-18 12:00:00,1.34,1.84,2012-01-18,1.34,1.84,2012-Q1,GS
2012-04-17 11:00:00,3.53,3.92,2012-04-17,3.53,3.92,2012-Q2,GS
2012-07-17 11:00:00,1.23,1.78,2012-07-17,1.23,1.78,2012-Q3,GS
2012-10-16 11:00:00,2.2,2.85,2012-10-16,2.2,2.85,2012-Q4,GS
2013-01-16 12:00:00,3.71,5.6,2013-01-16,3.71,5.6,2013-Q1,GS
2013-04-16 11:00:00,3.94,4.29,2013-04-16,3.94,4.29,2013-Q2,GS
2013-07-16 11:00:00,2.91,3.7,2013-07-16,2.91,3.7,2013-Q3,GS
2013-10-17 11:00:00,2.47,2.88,2013-10-17,2.47,2.88,2013-Q4,GS
2014-01-16 12:00:00,4.17,4.6,2014-01-16,4.17,4.6,2014-Q1,GS
2014-04-17 11:00:00,3.5,4.02,2014-04-17,3.5,4.02,2014-Q2,GS
2014-07-15 11:00:00,3.09,4.1,2014-07-15,3.09,4.1,2014-Q3,GS
2014-10-16 11:00:00,3.14,4.57,2014-10-16,3.14,4.57,2014-Q4,GS
2015-01-16 12:00:00,4.43,4.38,2015-01-16,4.43,4.38,2015-Q1,GS
2015-04-16 11:00:00,4.27,5.94,2015-04-16,4.27,5.94,2015-Q2,GS
2015-07-16 11:00:00,3.95,1.98,2015-07-16,3.95,1.98,2015-Q3,GS
2015-10-15 11:00:00,3.08,2.9,2015-10-15,3.08,2.9,2015-Q4,GS
2016-01-20 12:00:00,3.56,4.68,2016-01-20,3.56,4.68,2016-Q1,GS
2016-04-19 11:00:00,2.46,2.68,2016-04-19,2.46,2.68,2016-Q2,GS
2016-07-19 11:00:00,3.03,3.72,2016-07-19,3.03,3.72,2016-Q3,GS
2016-10-18 11:00:00,3.86,4.88,2016-10-18,3.86,4.88,2016-Q4,GS
2017-01-18 12:00:00,4.74,5.08,2017-01-18,4.74,5.08,2017-Q1,GS
2017-04-18 11:00:00,5.24,5.15,2017-04-18,5.24,5.15,2017-Q2,GS
2017-07-18 11:00:00,3.41,3.95,2017-07-18,3.41,3.95,2017-Q3,GS
2017-10-17 11:00:00,4.16,5.02,2017-10-17,4.16,5.02,2017-Q4,GS
2018-01-17 12:00:00,-6.9,-5.51,2018-01-17,-6.9,-5.51,2018-Q1,GS
2018-04-17 11:00:00,5.54,6.95,2018-04-17,5.54,6.95,2018-Q2,GS
2018-07-17 11:00:00,4.64,5.98,2018-07-17,4.64,5.98,2018-Q3,GS
2018-10-16 11:00:00,5.38,6.28,2018-10-16,5.38,6.28,2018-Q4,GS
2019-01-16 12:00:00,4.71,6.04,2019-01-16,4.71,6.04,2019-Q1,GS
2019-04-15 11:00:00,5.1,5.71,2019-04-15,5.1,5.71,2019-Q2,GS
2019-07-16 11:00:00,5.09,5.81,2019-07-16,5.09,5.81,2019-Q3,GS
2019-10-15 11:00:00,4.88,4.79,2019-10-15,4.88,4.79,2019-Q4,GS
2020-01-15 12:00:00,5.45,4.69,2020-01-15,5.45,4.69,2020-Q1,GS
2020-04-15 11:00:00,3.29,3.11,2020-04-15,3.29,3.11,2020-Q2,GS
2020-07-15 11:00:00,4.01,0.53,2020-07-15,4.01,0.53,2020-Q3,GS
2020-10-14 11:00:00,5.44,9.68,2020-10-14,5.44,9.68,2020-Q4,GS
2021-01-19 12:00:00,7.24,12.08,2021-01-19,7.24,12.08,2021-Q1,GS
2021-04-14 11:00:00,9.97,18.6,2021-04-14,9.97,18.6,2021-Q2,GS
2021-07-13 11:00:00,10.2,15.02,2021-07-13,10.2,15.02,2021-Q3,GS
2021-10-15 12:00:00,10.11,14.93,2021-10-15,10.11,14.93,2021-Q4,GS
2022-01-18 12:00:00,11.81,10.81,2022-01-18,11.81,10.81,2022-Q1,GS
2022-04-14 11:00:00,9.2,10.76,2022-04-14,9.2,10.76,2022-Q2,GS
2022-07-18 11:00:00,6.63,7.73,2022-07-18,6.63,7.73,2022-Q3,GS
2022-10-18 11:00:00,7.68,8.25,2022-10-18,7.68,8.25,2022-Q4,GS
2023-01-17 12:00:00,5.77,3.32,2023-01-17,5.77,3.32,2023-Q1,GS
2023-04-18 11:00:00,8.07,8.79,2023-04-18,8.07,8.79,2023-Q2,GS
2023-07-19 11:00:00,3.92,3.08,2023-07-19,3.92,3.08,2023-Q3,GS
2023-10-17 11:00:00,5.51,5.47,2023-10-17,5.51,5.47,2023-Q4,GS
2024-01-16 12:00:00,3.94,5.48,2024-01-16,3.94,5.48,2024-Q1,GS
2024-04-15 11:00:00,8.7,11.58,2024-04-15,8.7,11.58,2024-Q2,GS
2024-07-15 11:00:00,8.4,8.41,2024-07-15,8.4,8.41,2024-Q3,GS
2024-10-15 11:00:00,6.92,8.4,2024-10-15,6.92,8.4,2024-Q4,GS
2025-01-15 12:00:00,8.29,10.97,2025-01-15,8.29,10.97,2025-Q1,GS
2025-04-14 11:00:00,12.26,14.12,2025-04-14,12.26,14.12,2025-Q2,GS
2025-07-16 11:00:00,9.66,10.91,2025-07-16,9.66,10.91,2025-Q3,GS
2025-10-14 11:00:00,11.09,12.25,2025-10-14,11.09,12.25,2025-Q4,GS
2026-01-15 12:00:00,11.65,14.01,2026-01-15,11.65,14.01,2026-Q1,GS
2026-04-13 13:00:00,15.69,,2026-04-13,15.69,,2026-Q2,GS
2002-01-15 21:00:00,0.11,0.15,2002-01-15,0.11,0.15,2002-Q1,INTC
2002-04-16 20:00:00,0.15,0.15,2002-04-16,0.15,0.15,2002-Q2,INTC
2002-04-16 20:00:00,0.15,0.16,2002-04-16,0.15,0.16,2002-Q2,INTC
2002-07-16 20:00:00,0.11,0.1,2002-07-16,0.11,0.1,2002-Q3,INTC
2002-07-16 20:00:00,0.11,0.12,2002-07-16,0.11,0.12,2002-Q3,INTC
2002-10-15 20:00:00,0.13,0.11,2002-10-15,0.13,0.11,2002-Q4,INTC
2003-01-14 21:00:00,0.14,0.16,2003-01-14,0.14,0.16,2003-Q1,INTC
2003-04-15 20:00:00,0.12,0.14,2003-04-15,0.12,0.14,2003-Q2,INTC
2003-07-15 20:00:00,0.13,0.14,2003-07-15,0.13,0.14,2003-Q3,INTC
2003-10-14 20:00:00,0.23,0.25,2003-10-14,0.23,0.25,2003-Q4,INTC
2004-01-14 21:00:00,0.25,0.27,2004-01-14,0.25,0.27,2004-Q1,INTC
2004-04-13 20:00:00,0.27,0.28,2004-04-13,0.27,0.28,2004-Q2,INTC
2004-07-13 20:00:00,0.27,0.27,2004-07-13,0.27,0.27,2004-Q3,INTC
2004-10-12 20:00:00,0.27,0.26,2004-10-12,0.27,0.26,2004-Q4,INTC
2005-01-11 21:00:00,0.31,0.33,2005-01-11,0.31,0.33,2005-Q1,INTC
2005-04-19 20:00:00,0.31,0.34,2005-04-19,0.31,0.34,2005-Q2,INTC
2005-07-19 20:00:00,0.33,0.33,2005-07-19,0.33,0.33,2005-Q3,INTC
2005-10-18 20:00:00,0.34,0.38,2005-10-18,0.34,0.38,2005-Q4,INTC
2006-01-17 21:00:00,0.43,0.4,2006-01-17,0.43,0.4,2006-Q1,INTC
2006-04-19 20:00:00,0.22,0.23,2006-04-19,0.22,0.23,2006-Q2,INTC
2006-07-19 20:00:00,0.13,0.15,2006-07-19,0.13,0.15,2006-Q3,INTC
2006-10-17 20:00:00,0.17,0.21,2006-10-17,0.17,0.21,2006-Q4,INTC
2007-01-16 21:00:00,0.25,0.25,2007-01-16,0.25,0.25,2007-Q1,INTC
2007-04-17 20:00:00,0.22,0.22,2007-04-17,0.22,0.22,2007-Q2,INTC
2007-07-17 20:00:00,0.19,0.19,2007-07-17,0.19,0.19,2007-Q3,INTC
2007-10-16 20:00:00,0.3,0.31,2007-10-16,0.3,0.31,2007-Q4,INTC
2008-01-15 21:00:00,0.4,0.38,2008-01-15,0.4,0.38,2008-Q1,INTC
2008-04-15 20:00:00,0.26,0.25,2008-04-15,0.26,0.25,2008-Q2,INTC
2008-07-16 08:00:00,0.26,0.28,2008-07-16,0.26,0.28,2008-Q3,INTC
2008-10-14 20:00:00,0.34,0.35,2008-10-14,0.34,0.35,2008-Q4,INTC
2009-01-15 21:00:00,0.05,0.04,2009-01-15,0.05,0.04,2009-Q1,INTC
2009-04-14 20:00:00,0.03,0.11,2009-04-14,0.03,0.11,2009-Q2,INTC
2009-07-14 20:00:00,0.09,0.18,2009-07-14,0.09,0.18,2009-Q3,INTC
2009-10-13 20:00:00,0.28,0.33,2009-10-13,0.28,0.33,2009-Q4,INTC
2010-01-14 21:00:00,0.42,0.55,2010-01-14,0.42,0.55,2010-Q1,INTC
2010-04-13 19:00:00,0.38,0.43,2010-04-13,0.38,0.43,2010-Q2,INTC
2010-07-13 20:00:00,0.43,0.51,2010-07-13,0.43,0.51,2010-Q3,INTC
2010-10-12 20:00:00,0.5,0.52,2010-10-12,0.5,0.52,2010-Q4,INTC
2011-01-13 21:00:00,0.53,0.59,2011-01-13,0.53,0.59,2011-Q1,INTC
2011-04-19 20:00:00,0.46,0.59,2011-04-19,0.46,0.59,2011-Q2,INTC
2011-07-20 20:00:00,0.51,0.59,2011-07-20,0.51,0.59,2011-Q3,INTC
2011-10-18 20:00:00,0.61,0.69,2011-10-18,0.61,0.69,2011-Q4,INTC
2012-01-19 21:00:00,0.63,0.68,2012-01-19,0.63,0.68,2012-Q1,INTC
2012-04-17 20:00:00,0.53,0.56,2012-04-17,0.53,0.56,2012-Q2,INTC
2012-07-17 20:00:00,0.55,0.57,2012-07-17,0.55,0.57,2012-Q3,INTC
2012-10-16 20:00:00,0.52,0.6,2012-10-16,0.52,0.6,2012-Q4,INTC
2013-01-17 21:00:00,0.49,0.51,2013-01-17,0.49,0.51,2013-Q1,INTC
2013-04-29 21:00:00,0.44,0.4,2013-04-29,0.44,0.4,2013-Q2,INTC
2013-07-17 20:00:00,0.4,0.39,2013-07-17,0.4,0.39,2013-Q3,INTC
2013-10-15 20:00:00,0.53,0.58,2013-10-15,0.53,0.58,2013-Q4,INTC
2014-01-16 21:00:00,0.52,0.51,2014-01-16,0.52,0.51,2014-Q1,INTC
2014-04-25 23:00:00,0.37,0.38,2014-04-25,0.37,0.38,2014-Q2,INTC
2014-07-15 20:00:00,0.52,0.55,2014-07-15,0.52,0.55,2014-Q3,INTC
2014-10-14 20:00:00,0.65,0.66,2014-10-14,0.65,0.66,2014-Q4,INTC
2015-01-15 21:00:00,0.66,0.74,2015-01-15,0.66,0.74,2015-Q1,INTC
2015-04-27 23:00:00,0.41,0.41,2015-04-27,0.41,0.41,2015-Q2,INTC
2015-07-15 20:00:00,0.5,0.55,2015-07-15,0.5,0.55,2015-Q3,INTC
2015-10-13 20:00:00,0.59,0.64,2015-10-13,0.59,0.64,2015-Q4,INTC
2016-01-14 21:00:00,0.63,0.74,2016-01-14,0.63,0.74,2016-Q1,INTC
2016-04-19 20:00:00,0.48,0.54,2016-04-19,0.48,0.54,2016-Q2,INTC
2016-07-20 20:00:00,0.53,0.59,2016-07-20,0.53,0.59,2016-Q3,INTC
2016-10-18 20:00:00,0.72,0.8,2016-10-18,0.72,0.8,2016-Q4,INTC
2017-01-26 21:00:00,0.75,0.79,2017-01-26,0.75,0.79,2017-Q1,INTC
2017-04-27 20:00:00,0.65,0.66,2017-04-27,0.65,0.66,2017-Q2,INTC
2017-07-27 20:00:00,0.68,0.72,2017-07-27,0.68,0.72,2017-Q3,INTC
2017-10-26 20:00:00,0.8,1.01,2017-10-26,0.8,1.01,2017-Q4,INTC
2018-01-25 23:00:00,0.87,1.08,2018-01-25,0.87,1.08,2018-Q1,INTC
2018-04-26 20:00:00,0.67,0.93,2018-04-26,0.67,0.93,2018-Q2,INTC
2018-07-26 20:00:00,0.97,1.04,2018-07-26,0.97,1.04,2018-Q3,INTC
2018-10-25 20:00:00,1.15,1.4,2018-10-25,1.15,1.4,2018-Q4,INTC
2019-01-24 21:00:00,1.22,1.28,2019-01-24,1.22,1.28,2019-Q1,INTC
2019-04-25 20:00:00,0.87,0.89,2019-04-25,0.87,0.89,2019-Q2,INTC
2019-07-25 20:00:00,0.9,1.06,2019-07-25,0.9,1.06,2019-Q3,INTC
2019-10-24 20:00:00,1.24,1.42,2019-10-24,1.24,1.42,2019-Q4,INTC
2020-01-23 21:00:00,1.25,1.52,2020-01-23,1.25,1.52,2020-Q1,INTC
2020-04-23 20:00:00,1.26,1.45,2020-04-23,1.26,1.45,2020-Q2,INTC
2020-07-23 20:00:00,1.11,1.23,2020-07-23,1.11,1.23,2020-Q3,INTC
2020-10-22 20:00:00,1.11,1.11,2020-10-22,1.11,1.11,2020-Q4,INTC
2021-01-21 21:00:00,1.11,1.52,2021-01-21,1.11,1.52,2021-Q1,INTC
2021-04-22 20:00:00,1.14,1.39,2021-04-22,1.14,1.39,2021-Q2,INTC
2021-07-22 20:00:00,1.07,1.28,2021-07-22,1.07,1.28,2021-Q3,INTC
2021-10-21 20:00:00,1.11,1.71,2021-10-21,1.11,1.71,2021-Q4,INTC
2022-01-26 21:00:00,0.91,1.09,2022-01-26,0.91,1.09,2022-Q1,INTC
2022-04-28 20:00:00,0.8,0.87,2022-04-28,0.8,0.87,2022-Q2,INTC
2022-07-28 20:00:00,0.7,0.29,2022-07-28,0.7,0.29,2022-Q3,INTC
2022-10-27 20:00:00,0.33,0.59,2022-10-27,0.33,0.59,2022-Q4,INTC
2023-01-26 21:00:00,0.2,0.1,2023-01-26,0.2,0.1,2023-Q1,INTC
2023-04-27 20:00:00,-0.14,-0.04,2023-04-27,-0.14,-0.04,2023-Q2,INTC
2023-07-27 20:00:00,-0.03,0.13,2023-07-27,-0.03,0.13,2023-Q3,INTC
