ticker,fiscal_quarter,p_text,actual,is_oos
AAPL,2023-Q1,0.8819800338963867,1,True
AAPL,2023-Q2,0.7067772877781316,1,True
AAPL,2023-Q3,0.7864286579019442,1,True
AAPL,2023-Q4,0.7815550538848114,1,True
AAPL,2024-Q1,0.8893874049156134,1,True
AAPL,2024-Q2,0.7994437271696362,1,True
AAPL,2024-Q3,0.8940571219817319,1,True
AAPL,2024-Q4,0.7191087356538829,1,True
AAPL,2025-Q1,0.813907627573429,1,True
AAPL,2025-Q2,0.7056913714830788,1,True
AAPL,2025-Q3,0.9366490062817677,1,True
ADBE,2023-Q1,0.8248130499514631,1,True
ADBE,2023-Q2,0.9243719547467906,1,True
ADBE,2023-Q3,0.9056204964610395,1,True
ADBE,2023-Q4,0.800132601075355,0,True
ADBE,2024-Q1,0.8053498341707337,1,True
ADBE,2024-Q2,0.8572398999278509,1,True
ADBE,2024-Q3,0.7912607849455162,1,True
ADBE,2024-Q4,0.8739234537914902,1,True
ADBE,2025-Q1,0.7966118919268683,1,True
ADBE,2025-Q2,0.8394851008694122,1,True
ADBE,2025-Q3,0.8720684119090941,1,True
AMD,2023-Q1,0.8405005427730493,0,True
AMD,2023-Q2,0.876045665531526,1,True
AMD,2023-Q3,0.9092286273179487,1,True
AMD,2023-Q4,0.9209986342290113,1,True
AMD,2024-Q1,0.9246555409844511,1,True
AMD,2024-Q2,0.9047114115377731,1,True
AMD,2024-Q3,0.8904021685354208,0,True
AMD,2024-Q4,0.9221618044730485,1,True
AMD,2025-Q1,0.8975263205880596,0,True
AMD,2025-Q2,0.922520702524787,0,True
AMD,2025-Q3,0.8669505808224504,1,True
AMZN,2023-Q1,0.7953665895715254,1,True
AMZN,2023-Q2,0.8544612344622969,1,True
AMZN,2023-Q3,0.8155485344289228,1,True
AMZN,2023-Q4,0.8258224458030292,1,True
AMZN,2024-Q1,0.9109841623847853,1,True
AMZN,2024-Q2,0.6270748034749878,1,True
AMZN,2024-Q3,0.7124118465275405,1,True
AMZN,2024-Q4,0.7394440738184448,1,True
AMZN,2025-Q1,0.8794025344497843,1,True
AMZN,2025-Q2,0.8900670360374744,1,True
AMZN,2025-Q3,0.9157883199742755,0,True
AVGO,2023-Q1,0.8154007630179168,1,True
AVGO,2023-Q2,0.7489028147841319,1,True
AVGO,2023-Q3,0.8280331021355349,1,True
AVGO,2023-Q4,0.6608431630622759,0,True
AVGO,2024-Q1,0.7932853440217036,1,True
AVGO,2024-Q2,0.7630712727637159,1,True
AVGO,2024-Q3,0.7786392965207493,1,True
AVGO,2024-Q4,0.5130094110209608,1,True
AVGO,2025-Q1,0.7224192658790957,0,True
AVGO,2025-Q2,0.8632697699849818,0,True
AVGO,2025-Q3,0.8957405783689387,1,True
BAC,2023-Q1,0.8411001078892946,1,True
BAC,2023-Q2,0.9237999310579074,1,True
BAC,2023-Q3,0.8501127579954023,1,True
BAC,2023-Q4,0.8872534126329957,1,True
BAC,2024-Q1,0.7066643685417578,1,True
BAC,2024-Q2,0.5855090757501161,1,True
BAC,2024-Q3,0.9028230937901024,1,True
BAC,2024-Q4,0.8504361403934214,1,True
BAC,2025-Q1,0.887372504837092,1,True
BAC,2025-Q2,0.9295194554805967,1,True
BAC,2025-Q3,0.7623142860579676,1,True
BK,2023-Q1,0.8094454867883397,1,True
BK,2023-Q2,0.8977490869484883,1,True
BK,2023-Q3,0.691956301902332,1,True
BK,2023-Q4,0.903679562124923,1,True
BK,2024-Q1,0.8005610642574241,1,True
BK,2024-Q2,0.8469606296627564,1,True
BK,2024-Q3,0.711065746692536,1,True
BK,2024-Q4,0.675413463823729,1,True
BK,2025-Q1,0.738211905153611,1,True
BK,2025-Q2,0.718822711685224,1,True
BK,2025-Q3,0.8024205703726396,1,True
BLK,2023-Q1,0.9258428226348202,1,True
BLK,2023-Q2,0.9546748235596796,1,True
BLK,2023-Q3,0.9306199033461192,1,True
BLK,2023-Q4,0.760464176587982,1,True
BLK,2024-Q1,0.8228576202612481,1,True
BLK,2024-Q2,0.6566796505650689,1,True
BLK,2024-Q3,0.9165022553578284,1,True
BLK,2024-Q4,0.6639743893275208,1,True
BLK,2025-Q1,0.5760661667838411,1,True
BLK,2025-Q2,0.794044160557217,1,True
BLK,2025-Q3,0.7871678147561223,1,True
BR,2023-Q1,0.6485291687034783,1,True
BR,2023-Q2,0.8077849428878315,1,True
BR,2023-Q3,0.8292722692960398,1,True
BR,2023-Q4,0.8529095635512285,0,True
BR,2024-Q1,0.8055233010063665,1,True
BR,2024-Q2,0.7285888385094588,0,True
BR,2024-Q3,0.8684142691641852,1,True
BR,2024-Q4,0.8526767424157266,1,True
BR,2025-Q1,0.8773872792658157,1,True
BR,2025-Q2,0.7527422565179134,1,True
BR,2025-Q3,0.8611752444019927,1,True
C,2023-Q1,0.9767441767122788,1,True
C,2023-Q2,0.841569688086815,1,True
C,2023-Q3,0.9460734395517727,1,True
C,2023-Q4,0.8758324271411373,1,True
C,2024-Q1,0.8636757412858233,1,True
C,2024-Q2,0.9742023936572275,1,True
C,2024-Q3,0.9244778039381053,1,True
C,2024-Q4,0.9597866175688146,1,True
C,2025-Q1,0.9078671348700906,1,True
C,2025-Q2,0.9547599603130846,1,True
C,2025-Q3,0.8395501499919854,1,True
CRM,2023-Q1,0.7570236358765916,1,True
CRM,2023-Q2,0.7429557104423079,1,True
CRM,2023-Q3,0.8389661454296911,1,True
CRM,2023-Q4,0.8652564592587395,1,True
CRM,2024-Q1,0.6842071141552989,1,True
CRM,2024-Q2,0.7375932590299196,1,True
CRM,2024-Q3,0.8951888527694197,1,True
CRM,2024-Q4,0.8617045901072802,1,True
CRM,2025-Q1,0.57812759105327,1,True
CRM,2025-Q2,0.677194124731945,1,True
CRM,2025-Q3,0.6312014592548838,1,True
DAL,2023-Q1,0.688319830621154,1,True
DAL,2023-Q2,0.9069782769832889,1,True
DAL,2023-Q3,0.7944555475060565,1,True
DAL,2023-Q4,0.8039107024493369,1,True
DAL,2024-Q1,0.8623172527702497,0,True
DAL,2024-Q2,0.8302653453108414,0,True
DAL,2024-Q3,0.8373410658321729,1,True
