ticker,fiscal_quarter,model_id,p_text,actual,is_oos
AAPL,2024-Q2,gbdt_best,0.8262182485808672,1,True
ADBE,2024-Q2,gbdt_best,0.8650176627179214,1,True
AMD,2024-Q2,gbdt_best,0.8368327799214195,1,True
AMZN,2024-Q2,gbdt_best,0.7163459889927524,1,True
AVGO,2024-Q2,gbdt_best,0.703660740370082,1,True
BAC,2024-Q2,gbdt_best,0.8479044771662173,1,True
BK,2024-Q2,gbdt_best,0.8336062353299907,1,True
BLK,2024-Q2,gbdt_best,0.8551978413060534,1,True
BR,2024-Q2,gbdt_best,0.7873464830413088,1,True
C,2024-Q2,gbdt_best,0.8109514366009803,1,True
CRM,2024-Q2,gbdt_best,0.8839553132398457,1,True
DAL,2024-Q2,gbdt_best,0.8557598889540912,0,True
GS,2024-Q2,gbdt_best,0.7411403591040908,1,True
INTC,2024-Q2,gbdt_best,0.9040682095657047,0,True
JPM,2024-Q2,gbdt_best,0.8328920775696945,1,True
MS,2024-Q2,gbdt_best,0.8024064947678813,1,True
MSFT,2024-Q2,gbdt_best,0.5537941514703916,1,True
MTB,2024-Q2,gbdt_best,0.4269101057267234,1,True
NFLX,2024-Q2,gbdt_best,0.548539453487596,1,True
NOW,2024-Q2,gbdt_best,0.7869487114971871,1,True
NVDA,2024-Q2,gbdt_best,0.8226370518206179,1,True
QCOM,2024-Q2,gbdt_best,0.7979613303284908,1,True
SHOP,2024-Q2,gbdt_best,0.7941200727314387,1,True
STT,2024-Q2,gbdt_best,0.8233020579348939,1,True
TSLA,2024-Q2,gbdt_best,0.7427584257394227,0,True
TSM,2024-Q2,gbdt_best,0.8229572684991868,1,True
WFC,2024-Q2,gbdt_best,0.7735673562666631,1,True
AAPL,2024-Q3,gbdt_best,0.8056311414487415,1,True
ADBE,2024-Q3,gbdt_best,0.8844238312910929,1,True
AMD,2024-Q3,gbdt_best,0.8303430486954418,0,True
AMZN,2024-Q3,gbdt_best,0.867362276135638,1,True
AVGO,2024-Q3,gbdt_best,0.8212857790976813,1,True
BAC,2024-Q3,gbdt_best,0.8085936444471146,1,True
BK,2024-Q3,gbdt_best,0.7724564775354551,1,True
BLK,2024-Q3,gbdt_best,0.8687032120299137,1,True
BR,2024-Q3,gbdt_best,0.8434301208026023,1,True
C,2024-Q3,gbdt_best,0.8509117768372148,1,True
CRM,2024-Q3,gbdt_best,0.8300049584564367,0,True
DAL,2024-Q3,gbdt_best,0.777463940801338,0,True
GS,2024-Q3,gbdt_best,0.8158695337322476,1,True
INTC,2024-Q3,gbdt_best,0.8524804549121338,0,True
JPM,2024-Q3,gbdt_best,0.8424146862836431,1,True
MS,2024-Q3,gbdt_best,0.8544434218456335,1,True
MSFT,2024-Q3,gbdt_best,0.6935710719727728,1,True
MTB,2024-Q3,gbdt_best,0.5669551830417179,1,True
NFLX,2024-Q3,gbdt_best,0.4863442472870854,1,True
NOW,2024-Q3,gbdt_best,0.9098833433004017,1,True
NVDA,2024-Q3,gbdt_best,0.7703415795251004,1,True
PNC,2024-Q3,gbdt_best,0.7192333645930993,1,True
QCOM,2024-Q3,gbdt_best,0.809696210414473,1,True
SHOP,2024-Q3,gbdt_best,0.8058953526864907,1,True
STT,2024-Q3,gbdt_best,0.8733963960634469,1,True
TSLA,2024-Q3,gbdt_best,0.766400029773865,1,True
TSM,2024-Q3,gbdt_best,0.8286150337241559,1,True
WFC,2024-Q3,gbdt_best,0.3903213747261429,1,True
AAPL,2024-Q4,gbdt_best,0.8259759207204225,1,True
ADBE,2024-Q4,gbdt_best,0.8634004039019479,1,True
AMD,2024-Q4,gbdt_best,0.7815647301127541,0,True
AMZN,2024-Q4,gbdt_best,0.7615140698716403,1,True
AVGO,2024-Q4,gbdt_best,0.7087228306063214,1,True
BAC,2024-Q4,gbdt_best,0.8284426014217068,1,True
BK,2024-Q4,gbdt_best,0.7549915934862673,1,True
BLK,2024-Q4,gbdt_best,0.8616443753548643,1,True
BR,2024-Q4,gbdt_best,0.8139754330332394,1,True
C,2024-Q4,gbdt_best,0.8362707751140441,1,True
CRM,2024-Q4,gbdt_best,0.827786020412037,1,True
DAL,2024-Q4,gbdt_best,0.8611714175400291,1,True
GS,2024-Q4,gbdt_best,0.8439666013081382,1,True
INTC,2024-Q4,gbdt_best,0.8013206411557611,1,True
JPM,2024-Q4,gbdt_best,0.6678467082253666,1,True
MS,2024-Q4,gbdt_best,0.8255546444721341,1,True
MSFT,2024-Q4,gbdt_best,0.6888119192098757,1,True
MTB,2024-Q4,gbdt_best,0.8219543671446868,1,True
NFLX,2024-Q4,gbdt_best,0.5974357118768158,1,True
NOW,2024-Q4,gbdt_best,0.8376819880368923,0,True
NVDA,2024-Q4,gbdt_best,0.7993609671380851,1,True
PNC,2024-Q4,gbdt_best,0.7517427771726701,1,True
QCOM,2024-Q4,gbdt_best,0.7764891327922894,1,True
SHOP,2024-Q4,gbdt_best,0.8972397898197565,1,True
STT,2024-Q4,gbdt_best,0.34963693948066826,1,True
TSLA,2024-Q4,gbdt_best,0.5788032651169914,0,True
TSM,2024-Q4,gbdt_best,0.8433398941282318,1,True
WFC,2024-Q4,gbdt_best,0.8019338059653112,1,True
AAPL,2025-Q1,gbdt_best,0.8691290971847201,1,True
ADBE,2025-Q1,gbdt_best,0.8908090775006497,1,True
AMD,2025-Q1,gbdt_best,0.8679190030272044,1,True
AMZN,2025-Q1,gbdt_best,0.6704061572843134,1,True
AVGO,2025-Q1,gbdt_best,0.7357744592305354,1,True
BAC,2025-Q1,gbdt_best,0.8088465057498841,1,True
BK,2025-Q1,gbdt_best,0.8054201471142887,1,True
BLK,2025-Q1,gbdt_best,0.7565386918977447,1,True
BR,2025-Q1,gbdt_best,0.8606290374895678,1,True
C,2025-Q1,gbdt_best,0.7630127621081039,1,True
CRM,2025-Q1,gbdt_best,0.8164884418334022,1,True
DAL,2025-Q1,gbdt_best,0.7551772181323928,1,True
GS,2025-Q1,gbdt_best,0.7722479417048315,1,True
JPM,2025-Q1,gbdt_best,0.7445403988686771,1,True
MS,2025-Q1,gbdt_best,0.8387929742110103,1,True
MSFT,2025-Q1,gbdt_best,0.7583943648804659,1,True
MTB,2025-Q1,gbdt_best,0.6986214603853819,0,True
NFLX,2025-Q1,gbdt_best,0.5652717959651491,1,True
NOW,2025-Q1,gbdt_best,0.785829927151137,1,True
NVDA,2025-Q1,gbdt_best,0.8228549408459,1,True
PNC,2025-Q1,gbdt_best,0.7220268888602699,1,True
QCOM,2025-Q1,gbdt_best,0.79369630625066,1,True
SHOP,2025-Q1,gbdt_best,0.691773938516622,0,True
STT,2025-Q1,gbdt_best,0.8400172919773011,1,True
TSLA,2025-Q1,gbdt_best,0.56909236071011,0,True
TSM,2025-Q1,gbdt_best,0.8498677346847706,1,True
WFC,2025-Q1,gbdt_best,0.7793930986880521,1,True
AAPL,2025-Q2,gbdt_best,0.7473623713554319,1,True
ADBE,2025-Q2,gbdt_best,0.9309814464594491,1,True
AMD,2025-Q2,gbdt_best,0.8538245118147209,0,True
AMZN,2025-Q2,gbdt_best,0.8174731368975955,1,True
AVGO,2025-Q2,gbdt_best,0.8367261378172511,1,True
BAC,2025-Q2,gbdt_best,0.8245554539577012,1,True
BK,2025-Q2,gbdt_best,0.7672869900349224,1,True
BLK,2025-Q2,gbdt_best,0.8529275487187503,1,True
BR,2025-Q2,gbdt_best,0.8614801943677481,1,True
C,2025-Q2,gbdt_best,0.8250676887687558,1,True
CRM,2025-Q2,gbdt_best,0.7591552759949317,1,True
DAL,2025-Q2,gbdt_best,0.7875400217003311,1,True
GS,2025-Q2,gbdt_best,0.8174302498967424,1,True
INTC,2025-Q2,gbdt_best,0.7702586823223982,0,True
JPM,2025-Q2,gbdt_best,0.5972957472910869,1,True
MS,2025-Q2,gbdt_best,0.8659608229000825,1,True
MSFT,2025-Q2,gbdt_best,0.8174228912346921,1,True
MTB,2025-Q2,gbdt_best,0.7719202040546883,1,True
NFLX,2025-Q2,gbdt_best,0.6992394861790164,1,True
NOW,2025-Q2,gbdt_best,0.8932466985229787,1,True
NVDA,2025-Q2,gbdt_best,0.6297886373636974,1,True
PNC,2025-Q2,gbdt_best,0.7864006401431565,1,True
QCOM,2025-Q2,gbdt_best,0.8538193356949516,1,True
SHOP,2025-Q2,gbdt_best,0.85789180699029,1,True
STT,2025-Q2,gbdt_best,0.851264243678468,1,True
TSLA,2025-Q2,gbdt_best,0.746254750273601,0,True
TSM,2025-Q2,gbdt_best,0.7534816527843085,1,True
WFC,2025-Q2,gbdt_best,0.788323897557163,1,True
AAPL,2025-Q3,gbdt_best,0.8459074839781124,1,True
ADBE,2025-Q3,gbdt_best,0.8984162076445636,1,True
AMD,2025-Q3,gbdt_best,0.8604203209603053,1,True
AMZN,2025-Q3,gbdt_best,0.8529106199931793,1,True
AVGO,2025-Q3,gbdt_best,0.8061688149566602,1,True
BAC,2025-Q3,gbdt_best,0.7769062175687704,1,True
BK,2025-Q3,gbdt_best,0.8344881972657345,1,True
BLK,2025-Q3,gbdt_best,0.872996343667947,1,True
BR,2025-Q3,gbdt_best,0.7890007626700666,1,True
C,2025-Q3,gbdt_best,0.7566752418502266,1,True
CRM,2025-Q3,gbdt_best,0.8394729784584997,1,True
DAL,2025-Q3,gbdt_best,0.8561114100148594,1,True
GS,2025-Q3,gbdt_best,0.8864495900814602,1,True
INTC,2025-Q3,gbdt_best,0.9154689360350328,1,True
JPM,2025-Q3,gbdt_best,0.7802430747864333,1,True
MS,2025-Q3,gbdt_best,0.8452986704658899,1,True
MSFT,2025-Q3,gbdt_best,0.7501968428610807,1,True
MTB,2025-Q3,gbdt_best,0.6947381309871458,1,True
NFLX,2025-Q3,gbdt_best,0.7618194580009915,0,True
NOW,2025-Q3,gbdt_best,0.8200997042934741,1,True
NVDA,2025-Q3,gbdt_best,0.6807432462837842,1,True
PNC,2025-Q3,gbdt_best,0.7779721225765482,1,True
QCOM,2025-Q3,gbdt_best,0.8447191916128319,1,True
SHOP,2025-Q3,gbdt_best,0.8176614923111204,0,True
STT,2025-Q3,gbdt_best,0.9152240172715891,1,True
TSLA,2025-Q3,gbdt_best,0.8604695258143586,0,True
TSM,2025-Q3,gbdt_best,0.8653819257956408,1,True
WFC,2025-Q3,gbdt_best,0.855166809843073,1,True
AAPL,2025-Q4,gbdt_best,0.8516906461383154,1,True
AMD,2025-Q4,gbdt_best,0.836905172928587,1,True
AMZN,2025-Q4,gbdt_best,0.8281900317321695,0,True
BAC,2025-Q4,gbdt_best,0.8598769631818874,1,True
BK,2025-Q4,gbdt_best,0.8429659463325475,1,True
BLK,2025-Q4,gbdt_best,0.8095789444536823,1,True
BR,2025-Q4,gbdt_best,0.8106005853577392,1,True
C,2025-Q4,gbdt_best,0.8138073453370922,0,True
DAL,2025-Q4,gbdt_best,0.8319231066726679,0,True
GS,2025-Q4,gbdt_best,0.8634413122539243,1,True
INTC,2025-Q4,gbdt_best,0.8736833555630161,1,True
JPM,2025-Q4,gbdt_best,0.682010831485493,0,True
MS,2025-Q4,gbdt_best,0.7489033618227593,1,True
MSFT,2025-Q4,gbdt_best,0.7295867260937425,1,True
MTB,2025-Q4,gbdt_best,0.8525401941344593,1,True
NFLX,2025-Q4,gbdt_best,0.7469608559095879,1,True
NOW,2025-Q4,gbdt_best,0.7393007975326451,1,True
PNC,2025-Q4,gbdt_best,0.8687982766934246,1,True
QCOM,2025-Q4,gbdt_best,0.8426812308433688,1,True
SHOP,2025-Q4,gbdt_best,0.684008936816712,0,True
STT,2025-Q4,gbdt_best,0.840819141441028,1,True
TSLA,2025-Q4,gbdt_best,0.7444029725575755,1,True
TSM,2025-Q4,gbdt_best,0.8533665017993417,1,True
WFC,2025-Q4,gbdt_best,0.848444112470326,0,True
