model_id,n_train,n_oos,y_train_mean,y_oos_mean,logloss_oos,brier_oos,auc_oos
gbdt_best,744,330,0.7701612903225806,0.8575757575757575,0.427648575815714,0.1303753529474493,0.590933012555447
rf_best,744,330,0.7701612903225806,0.8575757575757575,0.43120857639040316,0.13112715500359476,0.5737914442523118
